model,accession,threshold,l1_idx,l1,true_label_count,seen_label_count,has_unseen_label,min_train_count_of_true_labels,sample_f1,predicted_label_count
B1_ESM2_only,A1V8H1,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A1VEV3,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A1VK39,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A1W432,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A1WR21,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A1WW08,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A2BP81,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A2BUR2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A2C0B5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A2CCN3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A2RKS1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A2S750,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A2SE06,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A3CNT3,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A3CTR8,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A3DJF3,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A3MPU8,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A3MSG0,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A3NE97,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A3P031,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A3PB03,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A3PI66,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A3Q129,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4FLN6,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4FYS8,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4G9I9,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A4ISR5,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A4J710,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4JAW5,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A4QFG5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4SF66,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4SV17,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A4T9M6,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4VRW2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4WHB8,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A4WUS5,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A4X9Q4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4XL23,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4Y087,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4YI33,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A4YJV1,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A5CSK8,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A5CVR1,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A5CZ77,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5E8F1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A5FR28,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A5FYE1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5G8T2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5GID0,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5GWD4,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A5I242,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5INE3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5IWA3,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A5N7Q8,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A5U2V7,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A5UMI3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5USC4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5V9V7,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A5VT39,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5VX72,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A5WBH9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A6LT19,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6Q330,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A6Q9M2,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6QKG4,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6T379,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6TKT3,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6U561,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6UEK7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A6UN45,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A6UTB1,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A6VDR3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A6VJJ9,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A6VTA8,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A6WCV0,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A6WX56,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7FU78,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7GDQ3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7GMU7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7GXG2,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A7H8C1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7HSH4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A7I064,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A7I774,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A7IHP3,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A7NQZ5,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A7X766,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A7Z965,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A7ZEG5,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A8AY27,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A8ETG3,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A8FHR2,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A8G2U2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A8HYU9,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A8LGQ5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A8LQZ6,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A8LX62,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A8M909,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A8Z5H6,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A8ZUC7,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,A9A756,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A9BDS9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A9GZY1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A9HWC8,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A9KNX4,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,A9M9R5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A9VLH4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A9W5T6,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,A9WDZ1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,A9WQ57,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0CJI2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0JJ52,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0K626,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B0K736,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B0KI41,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0R7J1,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B0RHB5,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B0SDS4,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B0SLU7,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B0T7A1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0TDN0,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B0V8S1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B0VPC2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1H0E9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1I559,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B1ILA6,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1JED5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1JUA1,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B1L870,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1LU98,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B1VH93,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1W0M1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B1XSV0,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B1YRV7,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B1ZAD1,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B2GBR2,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B2HQA4,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B2ICL6,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B2JHY3,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B2S980,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B2SZ63,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B2UEE9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B2UL23,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B2UX23,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3DQA1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3E4Y5,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B3EDX3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3EKC2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3PGA1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3PWI5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3Q8C2,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B3QMG8,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3QTX2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B3R798,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B3WED4,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B4E637,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B4RBJ4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B4S729,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B4SD35,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B4U7F2,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B4UDJ7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B5EDR7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B5EQE9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B5YE87,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B5YKN8,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B5ZV97,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B6JAL6,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B7GQ48,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B7HHG2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B7HKD1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B7INA0,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B7JA16,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B7JFZ2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B7KPM4,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B7V3N7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B8DA59,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B8DNB6,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B8DSW4,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B8E2C5,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B8EM89,0.05,3,4,1,0,True,0,0.0,4
B1_ESM2_only,B8G451,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B8GJY3,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B8GU29,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B8GW12,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B8HGA0,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B8I5V2,0.05,3,4,1,0,True,0,0.0,4
B1_ESM2_only,B8JDL0,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B8ZRB1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B9DQ86,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B9E169,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B9IUZ7,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,B9K9S0,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B9KPD2,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,B9LAD4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B9M0L7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,B9MDV5,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,B9MJR6,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C0QUG8,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,C0RFW9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1A0M3,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1ANM3,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C1ATZ4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1D1S1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C1DAK1,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,C1DJC9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1EMQ4,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1FN38,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C1L0J5,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C3K6U9,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C3KVX2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C3L9Q0,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C3MBC5,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3MQI6,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3MW64,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3N6A7,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3NER4,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3NGY0,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C3P503,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C4KHS1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C4L173,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C4XSN6,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C5BMF2,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C5D7P1,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,C6BSE1,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,C6E7F7,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,H9C4A4,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,O23346,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,O29277,0.05,3,4,1,0,True,0,0.0,2
B1_ESM2_only,O33564,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,O33773,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,O34683,0.05,3,4,1,0,True,0,0.0,3
B1_ESM2_only,O42621,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,O66455,0.05,3,4,1,0,True,0,0.0,1
B1_ESM2_only,O94126,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,O94153,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,P06633,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,P0CO22,0.05,3,4,1,0,True,0,0.0,0
B1_ESM2_only,P0CO23,0.05,3,4,1,0,True,0,0.0,0
