cutoff,accession,seq_len,true_ecs,true_all_l4_in_train,true_any_l4_absent_train,true_l4_train_freq_min,true_l4_train_freq_median,true_l4_train_freq_max,in_recency_intersection_99,top_hit,top_identity,top_qcov,top_tcov,top_bits,top_hit_ecs,top_hit_same_l1,top_hit_same_l2,top_hit_same_l3,top_hit_same_l4
SP-2018,A0A5Q0QU70,358,4.2.3.125;4.2.3.126,False,True,0,0.5,1,False,P0DL13,0.324,0.9329608938547486,0.9653179190751445,171.0,4.2.3.135,True,True,True,False
SP-2018,A0A5Q0QNJ2,389,4.2.3.88,True,False,2,2.0,2,True,A8NU13,0.405,0.8663239074550129,0.9768115942028985,265.0,4.2.3.127;4.2.3.128;4.2.3.129;4.2.3.91,True,True,True,False
SP-2018,A0A5Q0QRJ3,346,4.2.3.125;4.2.3.126;4.2.3.198,False,True,0,0.0,1,False,A8NU13,0.332,0.9393063583815029,0.9420289855072463,198.0,4.2.3.127;4.2.3.128;4.2.3.129;4.2.3.91,True,True,True,False
SP-2018,P9WEW2,369,4.2.3.135;4.2.3.198,False,True,0,0.5,1,False,P0DL13,0.6609999999999999,0.9214092140921409,0.9826589595375722,481.0,4.2.3.135,True,True,True,True
SP-2018,A0A4S8MAF3,353,4.2.3.135,True,False,1,1.0,1,True,P0DL13,0.537,0.943342776203966,0.9624277456647399,369.0,4.2.3.135,True,True,True,True
SP-2018,P9WEV7,744,2.5.1.29,True,False,41,41.0,41,False,A2PZA5,0.282,0.9543010752688172,0.9874826147426982,249.0,2.5.1.29;4.2.3.43,True,True,True,True
SP-2018,P9WEU5,371,4.2.1.66,True,False,11,11.0,11,True,Q7Z8M6,0.86,0.9299191374663073,0.9504132231404959,638.0,4.2.1.66,True,True,True,True
SP-2018,P9WEW0,351,4.2.3.135;4.2.3.198,False,True,0,0.5,1,False,P0DL13,0.597,0.98005698005698,0.9942196531791907,440.0,4.2.3.135,True,True,True,True
SP-2018,P9WEV6,728,2.5.1.29,True,False,41,41.0,41,False,A2PZA5,0.363,1.0,1.0125173852573017,450.0,2.5.1.29;4.2.3.43,True,True,True,True
SP-2018,P9WEW1,350,4.2.3.135;4.2.3.198,False,True,0,0.5,1,False,P0DL13,0.634,0.9771428571428571,0.9884393063583815,454.0,4.2.3.135,True,True,True,True
SP-2018,P9WEX3,332,2.5.1.1;2.5.1.10;2.5.1.29,True,False,41,54.0,66,False,Q9C446,0.621,0.8192771084337349,0.7331536388140162,354.0,2.5.1.1;2.5.1.10;2.5.1.29,True,True,True,True
SP-2018,P9WEX9,331,2.5.1.1;2.5.1.10;2.5.1.29,True,False,41,54.0,66,False,Q9C446,0.5770000000000001,0.8942598187311178,0.7978436657681941,359.0,2.5.1.1;2.5.1.10;2.5.1.29,True,True,True,True
SP-2018,P9WEW8,324,2.5.1.1;2.5.1.10;2.5.1.29,True,False,41,54.0,66,False,Q9C446,0.603,0.8950617283950617,0.7816711590296496,366.0,2.5.1.1;2.5.1.10;2.5.1.29,True,True,True,True
SP-2018,P0DUB9,319,3.1.1.3,True,False,148,148.0,148,True,Q05489,1.0,1.0,0.8910614525139665,632.0,3.1.1.3,True,True,True,True
SP-2018,A0A348B788,351,4.2.3.7,True,False,3,3.0,3,True,P0DL13,0.48700000000000004,0.9401709401709402,0.953757225433526,352.0,4.2.3.135,True,True,True,False
SP-2018,A0A348B790,348,4.2.3.135,True,False,1,1.0,1,True,P0DL13,0.5,0.9367816091954023,0.9421965317919075,333.0,4.2.3.135,True,True,True,True
SP-2018,A0A348B780,338,4.2.3.125;4.2.3.126;4.2.3.127;4.2.3.133,False,True,0,1.0,3,False,A8NU13,0.33899999999999997,0.9556213017751479,0.936231884057971,201.0,4.2.3.127;4.2.3.128;4.2.3.129;4.2.3.91,True,True,True,True
SP-2018,A0A348B782,340,4.2.3.100,True,False,2,2.0,2,True,A8NU13,0.349,0.9676470588235294,0.9536231884057971,172.0,4.2.3.127;4.2.3.128;4.2.3.129;4.2.3.91,True,True,True,False
SP-2018,A0A348B784,342,4.2.3.135,True,False,1,1.0,1,True,P0DL13,0.5,0.9532163742690059,0.9421965317919075,334.0,4.2.3.135,True,True,True,True
SP-2018,A0A2U1KZS6,709,1.6.2.4,True,False,30,30.0,30,True,Q05001,0.7290000000000001,1.007052186177715,1.0,1079.0,1.6.2.4,True,True,True,True
SP-2018,A0A2U1LIM9,704,1.6.2.4,True,False,30,30.0,30,True,Q05001,0.743,1.0113636363636365,0.9971988795518207,1114.0,1.6.2.4,True,True,True,True
SP-2018,P0DUE2,365,2.7.7.65,True,False,27,27.0,27,True,,,,,,,False,False,False,False
SP-2018,P0DUE3,346,2.7.7.65,True,False,27,27.0,27,True,,,,,,,False,False,False,False
SP-2018,A0A5B8NIM2,262,5.4.99.5,True,False,37,37.0,37,True,P32178,0.46,0.9847328244274809,1.0078125,228.0,5.4.99.5,True,True,True,True
SP-2018,P0DUD9,311,3.2.2.5,True,False,6,6.0,6,True,,,,,,,False,False,False,False
SP-2018,A0A6C0WW38,369,2.1.1.160,True,False,5,5.0,5,True,Q9FZN8,0.9670000000000001,1.0,1.0,719.0,2.1.1.160,True,True,True,True
SP-2018,A0A6C0WX00,370,2.1.1.159,True,False,3,3.0,3,True,Q9FZN8,0.9129999999999999,1.0,1.002710027100271,688.0,2.1.1.160,True,True,True,False
SP-2018,A0A2T5Y4G4,323,3.2.2.5,True,False,6,6.0,6,True,,,,,,,False,False,False,False
SP-2018,P0DUE0,316,3.2.2.5,True,False,6,6.0,6,True,,,,,,,False,False,False,False
SP-2018,P0DUE1,415,3.2.2.6,True,False,10,10.0,10,True,,,,,,,False,False,False,False
SP-2018,P0DUF3,1179,2.1.1.72,True,False,82,82.0,82,True,Q60301,0.405,0.058524173027989825,0.05842506350550381,49.0,2.1.1.72,True,True,True,True
SP-2018,P0DQP1,1202,2.1.1.72,True,False,82,82.0,82,True,P25239,0.212,0.35690515806988354,0.42985971943887774,53.0,2.1.1.72;3.1.21.4,True,True,True,True
SP-2018,P9WEY7,334,4.2.3.125;4.2.3.126;4.2.3.15;4.2.3.57,False,True,0,2.0,9,False,B5H7H3,0.249,0.9610778443113772,0.8629032258064516,81.0,4.2.3.182,True,True,True,False
SP-2018,P9WEY4,337,4.2.3.125;4.2.3.57,True,False,1,2.0,3,False,A7NH01,0.253,0.8724035608308606,0.901840490797546,70.0,4.2.3.98,True,True,True,False
SP-2018,P0DUG4,48,3.1.1.4,True,False,490,490.0,490,True,Q9I900,0.4,1.3541666666666667,0.4452054794520548,55.0,3.1.1.4,True,True,True,True
SP-2018,A0A5P8DI07,597,4.2.3.131,True,False,1,1.0,1,True,G3CCC1,0.381,0.8509212730318257,0.6414141414141414,371.0,4.2.3.140,True,True,True,False
SP-2018,A0A3G1QTS7,794,4.2.3.19,True,False,5,5.0,5,True,Q9SAK2,0.537,0.9420654911838791,0.9528662420382166,810.0,4.2.3.19,True,True,True,True
SP-2018,A0A3G1QTU5,766,5.5.1.13,True,False,7,7.0,7,True,O04408,0.5329999999999999,0.9242819843342036,0.8838951310861424,775.0,5.5.1.13,True,True,True,True
SP-2018,A0A5P8DHZ6,800,5.5.1.12,True,False,13,13.0,13,True,G3CCC0,0.489,0.88,0.8778054862842892,702.0,4.2.1.133,False,False,False,False
SP-2018,A0A5P8DI15,711,5.5.1.13,True,False,7,7.0,7,True,O04408,0.575,1.0,0.8876404494382022,852.0,5.5.1.13,True,True,True,True
SP-2018,A0A345BJQ0,415,2.5.1.21,True,False,17,17.0,17,True,Q7S4Z6,0.6,0.9108433734939759,0.7858627858627859,479.0,2.5.1.21,True,True,True,True
SP-2018,A0A455LN84,201,1.5.1.39,True,False,3,3.0,3,True,Q9USJ6,0.386,0.8756218905472637,0.88,117.0,1.5.1.39,True,True,True,True
SP-2018,P0DUF9,1205,2.1.1.72,True,False,82,82.0,82,True,Q60301,0.258,0.25062240663900415,0.2557154953429297,56.0,2.1.1.72,True,True,True,True
SP-2018,A0A455LLX4,198,1.5.1.39,True,False,3,3.0,3,True,Q9USJ6,0.358,0.9848484848484849,0.975,117.0,1.5.1.39,True,True,True,True
SP-2018,A0A6G9KIF9,410,1.13.11.52,True,False,4,4.0,4,True,P47125,0.33799999999999997,1.0390243902439025,0.9403973509933775,238.0,1.13.11.52,True,True,True,True
SP-2018,C0HLV0,27,3.2.1.4,True,False,184,184.0,184,True,Q66NB7,0.703,1.0,0.06994818652849741,45.0,3.2.1.4,True,True,True,True
SP-2018,P0DUM0,700,4.3.1.24,True,False,50,50.0,50,True,A0A0U1LSP0,0.48200000000000004,0.99,0.695085255767302,626.0,5.4.3.10,False,False,False,False
SP-2018,A0A345BJN2,218,3.1.1.1,True,False,92,92.0,92,True,Q9FG13,0.325,0.40825688073394495,0.270516717325228,48.0,3.1.1.1,True,True,True,True
SP-2018,A0A345BJN1,723,4.3.1.24,True,False,50,50.0,50,True,A0A0U1LSP0,0.424,0.9087136929460581,0.6589769307923772,463.0,5.4.3.10,False,False,False,False
SP-2018,A0A2U7XUE3,209,5.5.1.6,True,False,42,42.0,42,True,Q8VZW3,0.701,0.9952153110047847,0.9952153110047847,287.0,5.5.1.6,True,True,True,True
SP-2018,A0A2U7XUH7,214,5.5.1.6,True,False,42,42.0,42,True,,,,,,,False,False,False,False
SP-2018,P0DUN5,98,3.1.1.4,True,False,490,490.0,490,True,P86169,0.8029999999999999,1.2448979591836735,1.0,216.0,3.1.1.4,True,True,True,True
SP-2018,P0DQQ0,121,3.1.1.4,True,False,490,490.0,490,True,P86804,0.8009999999999999,0.9917355371900827,0.9917355371900827,220.0,3.1.1.4,True,True,True,True
SP-2018,P0DQP9,78,3.1.1.4,True,False,490,490.0,490,True,P45881,0.564,1.5,0.8478260869565217,136.0,3.1.1.4,True,True,True,True
SP-2018,P0DUN0,106,3.1.1.4,True,False,490,490.0,490,True,Q2HZ28,0.753,1.150943396226415,0.8840579710144928,207.0,3.1.1.4,True,True,True,True
SP-2018,P0DUN1,123,3.1.1.4,True,False,490,490.0,490,True,P86169,0.838,1.0,1.0081967213114753,239.0,3.1.1.4,True,True,True,True
SP-2018,P0DQP6,39,3.1.1.4,True,False,490,490.0,490,True,P59265,0.875,1.0256410256410255,0.32786885245901637,80.0,3.1.1.4,True,True,True,True
SP-2018,P0DUN2,123,3.1.1.4,True,False,490,490.0,490,True,P86803,0.8540000000000001,1.0,1.0165289256198347,237.0,3.1.1.4,True,True,True,True
SP-2018,A0A5S9I252,386,4.2.3.104;4.2.3.137;4.2.3.157;4.2.3.182;4.2.3.57,False,True,0,1.0,3,False,A0A1L7VZE7,0.257,0.8989637305699482,0.8653366583541147,108.0,4.2.3.165,True,True,True,False
SP-2022,P0DPK1,1306,3.4.24.69,False,True,0,0.0,0,False,,,,,,,False,False,False,False
SP-2022,C0HLB7,142,3.2.1.17,True,False,174,174.0,174,True,Q7YT16,0.624,0.9929577464788732,1.0,206.0,3.2.1.17,True,True,True,True
SP-2022,C0HLB8,32,3.1.1.4,True,False,425,425.0,425,True,Q92085,0.8959999999999999,0.90625,0.19863013698630136,70.0,3.1.1.4,True,True,True,True
SP-2022,A0A2L0VXR5,350,2.5.1.1;2.5.1.10;2.5.1.29,True,False,16,28.0,92,False,A0A6S6QJ62,0.968,1.0,1.0,700.0,2.5.1.1,True,True,True,True
SP-2022,P0DPR2,689,2.3.2.27,True,False,1179,1179.0,1179,True,Q68DV7,0.45399999999999996,0.8055152394775036,0.7088122605363985,404.0,2.3.2.27,True,True,True,True
SP-2022,P0DPT0,301,3.1.1.32,True,False,63,63.0,63,True,P0DMB4,0.9229999999999999,1.0,0.9011976047904192,587.0,3.1.1.32,True,True,True,True
SP-2022,P0DPS1,866,2.7.7.7,True,False,423,423.0,423,False,,,,,,,False,False,False,False
SP-2022,C0HLF0,121,3.1.1.4,True,False,425,425.0,425,True,Q02517,0.8440000000000001,1.0082644628099173,0.8840579710144928,244.0,3.1.1.4,True,True,True,True
SP-2022,C0HLF7,107,3.1.1.4,True,False,425,425.0,425,True,P0DJN6,0.8270000000000001,1.02803738317757,0.7971014492753623,218.0,3.1.1.4,True,True,True,True
SP-2022,P0DPS4,120,3.1.1.4,True,False,425,425.0,425,True,P31854,0.795,1.0166666666666666,0.8840579710144928,230.0,3.1.1.4,True,True,True,True
SP-2022,P0DQD1,30,3.1.1.4,True,False,425,425.0,425,True,A6MEY4,0.9329999999999999,1.0,0.20689655172413793,70.0,3.1.1.4,True,True,True,True
SP-2022,P0DPT7,147,3.1.1.4,True,False,425,425.0,425,True,C1JAR9,0.605,1.0,1.0,198.0,3.1.1.4,True,True,True,True
SP-2022,P0DPT9,147,3.1.1.4,True,False,425,425.0,425,True,C1JAR9,0.619,1.0,1.0,208.0,3.1.1.4,True,True,True,True
SP-2022,P0DPT8,28,3.1.1.4,True,False,425,425.0,425,True,C1JAR9,0.607,1.0,0.19047619047619047,41.0,3.1.1.4,True,True,True,True
SP-2022,A0A2I6PJ05,384,2.5.1.1;2.5.1.10;2.5.1.29,True,False,16,28.0,92,False,Q92236,0.652,0.9817708333333334,0.9019138755980861,526.0,2.5.1.1,True,True,True,True
SP-2022,A0A383ZFX3,395,3.5.1.23,True,False,32,32.0,32,True,Q17QB3,0.8909999999999999,1.0,1.0,760.0,3.5.1.23,True,True,True,True
SP-2022,A0A2Z5WA18,502,1.17.7.4,True,False,394,394.0,394,True,Q6AVG6,0.5329999999999999,0.8784860557768924,0.9607843137254902,465.0,1.17.7.4,True,True,True,True
SP-2022,P0DSI2,379,3.1.1.32,True,False,63,63.0,63,True,Q68KK0,0.358,0.8179419525065963,0.8959537572254336,201.0,3.1.1.32,True,True,True,True
SP-2022,P0DSN5,36,3.1.1.4,True,False,425,425.0,425,True,,,,,,,False,False,False,False
SP-2022,A0A3L6G998,547,4.2.3.57,True,False,6,6.0,6,True,B2C4D0,0.972,1.0,1.0,1096.0,4.2.3.57,True,True,True,True
SP-2022,A0A2S1WBY6,356,2.1.1.117,True,False,4,4.0,4,True,I3PLQ6,0.997,1.0,1.0,712.0,2.1.1.117,True,True,True,True
SP-2022,A0A2S1WC15,339,2.1.1.117,True,False,4,4.0,4,True,I3PLQ7,0.9940000000000001,1.0,1.0,697.0,2.1.1.117,True,True,True,True
SP-2022,A0A452E9Y6,712,1.11.1.7,True,False,141,141.0,141,True,P80025,0.9640000000000001,1.0,1.0,1441.0,1.11.1.7,True,True,True,True
SP-2022,A0A2I7G3B3,379,1.1.1.144;1.1.1.347,False,True,0,1.0,2,False,P25141,0.444,1.0052770448548813,0.9973821989528796,318.0,1.1.1.1,True,True,True,False
SP-2022,A0A3G1DJK5,729,4.3.1.24,True,False,60,60.0,60,True,A0AAN4PAE6,0.441,0.943758573388203,0.9529085872576177,526.0,4.3.1.24,True,True,True,True
SP-2022,A0A3G1DJL2,419,2.5.1.21,True,False,24,24.0,24,True,Q7S4Z6,0.583,0.9952267303102625,0.8669438669438669,494.0,2.5.1.21,True,True,True,True
SP-2022,A0A3G1DJF0,320,3.1.1.1,True,False,160,160.0,160,True,Q9SMN0,0.263,0.5125,0.5061728395061729,63.0,3.1.1.1,True,True,True,True
SP-2022,A0A2I7G3B0,499,1.2.1.5,True,False,10,10.0,10,True,Q56YU0,0.6409999999999999,0.9739478957915831,0.9700598802395209,657.0,1.2.1.3,True,True,True,False
SP-2022,A0A2R6P624,458,2.4.1.91,True,False,7,7.0,7,True,P51094,0.526,0.9912663755458515,0.9956140350877193,494.0,2.4.1.115,True,True,True,False
SP-2022,A0A4D6Q4T7,372,1.14.11.9,True,False,18,18.0,18,True,Q06942,0.8320000000000001,0.9650537634408602,0.9862637362637363,619.0,1.14.11.9,True,True,True,True
SP-2022,A0A4D6Q9B0,372,1.14.11.9,True,False,18,18.0,18,True,Q06942,0.816,0.9650537634408602,0.9862637362637363,615.0,1.14.11.9,True,True,True,True
SP-2022,C0HLL2,146,3.1.1.4,True,False,425,425.0,425,True,P31854,0.5,0.9178082191780822,0.9710144927536232,139.0,3.1.1.4,True,True,True,True
SP-2022,P0DQH9,172,1.4.3.2,True,False,44,44.0,44,True,G8XQX1,0.33399999999999996,2.622093023255814,0.8948412698412699,171.0,1.4.3.2,True,True,True,True
SP-2022,A0A2U8QPE6,501,1.4.3.2,True,False,44,44.0,44,True,Q4JHE3,0.836,1.001996007984032,0.9709864603481625,854.0,1.4.3.2,True,True,True,True
